city/district,waste_type,waste_generated_(tons/day),recycling_rate_(%),population_density_(people/km²),municipal_efficiency_score_(1_10),disposal_method,cost_of_waste_management_(₹/ton),awareness_campaigns_count,landfill_name,"landfill_location_(lat,_long)",landfill_capacity_(tons),year,waste_reduction_initiatives,industrial_symbiosis_index,community_participation_score,green_technology_adoption,recycling_infrastructure_rating
Varanasi,E-Waste,862,64,7976,5,Incineration,4718,2,Varanasi Landfill,"35.156, 83.0516",79314,1970,1.7193655178827274,9.690433383256789,2.3259171087785,6.294572315318924,62.33143637993075
Kolkata,Organic,1654,71,17335,10,Incineration,2348,11,Kolkata Landfill,"16.068, 72.6096",80985,1970,6.612059915836528,3.7750988956530858,6.251780374988335,7.069107211047578,68.43083146860006
Varanasi,Organic,805,69,7976,9,Landfill,3000,18,Varanasi Landfill,"35.156, 83.0516",79314,1970,8.84791745646331,3.384941605992317,6.554800150404834,6.734401178988749,70.03058864324893
Surat,Hazardous,5131,52,24032,6,Incineration,4379,5,Surat Landfill,"32.805, 89.0238",38471,1970,3.1461590542268203,8.809812176697536,6.071669989659549,5.308319500007771,48.91439696958071
Vadodara,Construction,8236,53,21598,5,Recycling,4879,15,Vadodara Landfill,"31.3853, 71.6585",24927,1970,6.328908200807831,7.319976911847653,8.560720019512257,5.1846110759787685,51.22950262775156
Jabalpur,Plastic,2337,69,7118,9,Landfill,3011,15,Jabalpur Landfill,"20.0639, 89.516",63720,1970,7.816363615041301,6.161554092320351,5.081462611516521,6.412897469789526,69.4636841842697
Nagpur,Organic,1799,32,19087,8,Recycling,994,19,Nagpur Landfill,"35.7049, 71.8706",49830,1970,8.442450152150315,3.937287005555077,8.503642192712046,3.4160499732421443,29.484263688182224
Agra,Hazardous,9466,35,4629,6,Incineration,1261,10,Agra Landfill,"32.4069, 92.1176",82082,1970,4.930926288827715,8.077672962834548,3.752383727147915,3.577807050251084,36.50219890901462
Visakhapatnam,Organic,7615,39,12359,5,Recycling,3030,11,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,4.855026499478994,4.383935080956119,5.416666448350925,4.013637902989384,39.983011294493565
Amritsar,Organic,4936,57,12612,5,Composting,550,2,Amritsar Landfill,"22.6059, 88.4682",31477,1970,1.7077560295674423,3.7823718660753194,3.6010082859968664,5.861718682643956,55.88776250647844
Ahmedabad,Organic,929,54,9464,6,Incineration,578,12,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,5.506350039167788,2.016881012324937,4.942851106693553,5.7382304210818,57.1888847834984
Ahmedabad,Hazardous,3762,69,9464,7,Incineration,4671,11,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,5.471485973573113,8.605193169841614,5.161765597389718,6.806804800951724,68.90194131832392
Indore,Organic,6803,69,2929,7,Landfill,1646,8,Indore Landfill,"24.6237, 95.1044",61142,1970,4.448661847470745,4.413539402549082,2.8383768672483605,6.831233869791558,69.64416462153397
Ranchi,Plastic,4020,57,17422,7,Recycling,2248,13,Ranchi Landfill,"13.4978, 84.8338",98646,1970,6.4144446038719725,6.098228614622936,7.081380202768191,6.146756244692241,55.52125718508193
Thiruvananthapuram,Plastic,4070,83,18418,7,Landfill,4747,1,Thiruvananthapuram Landfill,"17.2935, 83.4447",30373,1970,1.8274307771526328,9.689914631731568,4.172611868615144,8.199518784586935,84.58635137643735
Indore,Plastic,5086,81,2929,10,Composting,3219,0,Indore Landfill,"24.6237, 95.1044",61142,1970,2.2333997701487425,7.80744420087481,1.0,8.292011255946655,81.45152304622351
Bhopal,Hazardous,4153,74,4071,7,Incineration,4045,0,Bhopal Landfill,"18.3203, 75.8314",83130,1970,1.4627005263061443,8.120196610435022,1.0,7.016583074555697,70.42724906929062
Nashik,Plastic,4744,55,2929,8,Landfill,516,0,Nashik Landfill,"14.6177, 91.4568",63245,1970,1.7953187798294032,7.3581564090272975,1.0,5.059943300861308,53.62222891484919
Rajkot,Organic,4416,40,23232,5,Recycling,1296,13,Rajkot Landfill,"30.6193, 68.7432",62818,1970,5.587755359788384,3.855287588130991,7.698949901832713,3.926398356801623,40.4127235426509
Agra,Plastic,9624,33,4629,8,Recycling,2599,6,Agra Landfill,"32.4069, 92.1176",82082,1970,3.984655410808093,8.455617379901245,2.498644693707901,3.7884209939634816,31.450770059962835
Chennai,Construction,628,41,21430,10,Recycling,837,7,Chennai Landfill,"29.4633, 80.8873",65486,1970,4.799435065397786,7.760825345118876,6.202452522480897,4.088495632659905,42.04450127203556
Jodhpur,Construction,1852,50,6465,5,Landfill,3720,4,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,2.558146046999493,8.926801879606794,2.3040220745195903,5.209438864633975,50.92496724813371
Nashik,Plastic,3659,77,2929,9,Composting,1759,17,Nashik Landfill,"14.6177, 91.4568",63245,1970,8.422760957509078,7.622005102827053,4.531089713297993,7.665336933939486,77.78661410001065
Gwalior,E-Waste,1600,85,11280,6,Composting,4572,6,Gwalior Landfill,"10.9566, 91.6565",54460,1970,3.379775458913035,9.134960140009715,3.3780199316748822,8.35862158195359,89.69815157340152
Nashik,Hazardous,9869,53,2929,10,Landfill,3250,11,Nashik Landfill,"14.6177, 91.4568",63245,1970,6.340498941834541,7.711868521591199,3.4908147268109198,4.827852240821075,53.38968468054028
Allahabad,E-Waste,7959,71,19181,7,Incineration,4898,8,Allahabad Landfill,"35.9642, 87.6951",35432,1970,4.604936542465581,9.096341168657718,6.008728772130323,7.412473821044172,71.004575872287
Indore,Organic,2950,44,2929,8,Composting,1006,1,Indore Landfill,"24.6237, 95.1044",61142,1970,2.106027471979236,3.647796795670357,1.0864525672079337,4.25920874698269,46.00364970736388
Ludhiana,Hazardous,1096,85,8678,7,Recycling,3839,8,Ludhiana Landfill,"10.3062, 77.427",69241,1970,4.556138522434741,8.825312951510137,3.376001266548604,8.673092130911218,86.13620641025729
Jodhpur,Organic,9348,64,6465,5,Incineration,4209,2,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,1.7273954891741634,3.520891196157253,1.587103637903647,6.292895108893179,63.81631047133009
Bengaluru,E-Waste,5864,51,18195,9,Landfill,4645,19,Bengaluru Landfill,"15.7581, 85.4837",52609,1970,9.349251379238195,9.03805758481701,8.305970849633526,5.267760591603153,50.84555790955391
Amritsar,Organic,9954,47,12612,5,Incineration,2864,8,Amritsar Landfill,"22.6059, 88.4682",31477,1970,4.153525707171214,3.859861022820879,4.532153022424621,4.617193418564577,48.38571516847488
Chennai,E-Waste,6787,50,21430,5,Landfill,1623,7,Chennai Landfill,"29.4633, 80.8873",65486,1970,3.473245324502811,8.227666810295066,6.395657748527211,5.035935078852118,52.6924515124055
Kolkata,Plastic,1569,52,17335,10,Composting,2719,4,Kolkata Landfill,"16.068, 72.6096",80985,1970,3.660711324142268,9.19271481175831,4.52315389928071,5.322630533598658,49.65669130536487
Gwalior,Hazardous,4272,41,11280,6,Incineration,4123,9,Gwalior Landfill,"10.9566, 91.6565",54460,1970,4.454936854952511,9.178406548878549,4.997831734571959,4.0122797278316655,34.98473532061249
Meerut,E-Waste,3264,38,7178,7,Composting,3661,10,Meerut Landfill,"14.3552, 72.9863",56989,1970,5.167138481499403,8.357366440209649,4.241781286422064,3.3401388590853665,35.188873892287425
Jodhpur,Hazardous,4228,37,6465,8,Composting,1756,17,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,8.181086570223504,6.232130574757861,5.708373242810149,3.23939183369282,35.310117122813004
Madurai,E-Waste,7043,50,19454,7,Landfill,4625,3,Madurai Landfill,"13.1884, 95.8263",51929,1970,2.6953764526990254,9.459939636895191,5.152493992930316,5.161834585113998,51.71916974468712
Allahabad,Construction,9041,33,19181,9,Landfill,1487,2,Allahabad Landfill,"35.9642, 87.6951",35432,1970,2.760679801027057,6.399135709556896,4.587876011716,3.4934221280563094,33.76261922452957
Meerut,Plastic,3668,52,7178,9,Incineration,2987,2,Meerut Landfill,"14.3552, 72.9863",56989,1970,2.6615726269085425,8.269171322123455,2.3313338076081287,4.716200397339468,53.26665365214248
Coimbatore,Plastic,3522,75,12073,10,Landfill,925,11,Coimbatore Landfill,"31.9729, 76.5516",98572,1970,6.32382159971275,8.411792577712873,4.9412238697618776,7.752397882303788,78.21756171146875
Gwalior,Organic,9542,61,11280,7,Incineration,4239,2,Gwalior Landfill,"10.9566, 91.6565",54460,1970,2.3804716879598216,3.452502290532057,2.5902675221000218,5.656881397777647,61.7915976974195
Rajkot,E-Waste,959,83,23232,10,Recycling,4555,1,Rajkot Landfill,"30.6193, 68.7432",62818,1970,2.640387578017431,9.774244224306964,5.002826920819817,7.869394085904183,83.37865661458474
Ludhiana,Plastic,9041,43,8678,6,Composting,4975,1,Ludhiana Landfill,"10.3062, 77.427",69241,1970,1.6533603965942794,7.189321966415989,2.204831645482341,4.068174367744914,43.37283233948809
Bhopal,Construction,9006,30,4071,9,Recycling,4386,9,Bhopal Landfill,"18.3203, 75.8314",83130,1970,5.390353830121767,6.967287258582275,3.563841172236036,2.787945342675992,34.61583250123222
Bengaluru,Hazardous,902,85,18195,7,Landfill,1379,14,Bengaluru Landfill,"15.7581, 85.4837",52609,1970,7.059954592083113,6.60990841739152,7.098925480834144,8.169728428576922,85.83641151177595
Amritsar,Construction,8689,37,12612,6,Recycling,1965,17,Amritsar Landfill,"22.6059, 88.4682",31477,1970,7.60343326848065,6.754049520572756,6.382321273785115,3.363019113814886,40.33813905165266
Pune,Plastic,4485,66,12547,8,Landfill,3069,11,Pune Landfill,"28.7237, 84.2278",49524,1970,5.77892639634583,8.55956693315465,5.633619570323465,6.40646346804282,66.86954012911379
Mumbai,Organic,4171,44,11191,9,Incineration,4756,14,Mumbai Landfill,"22.4265, 77.4931",45575,1970,7.565342420892816,4.743132800815144,6.035440338784675,4.030080669828947,47.90651827505314
Hyderabad,Hazardous,8430,82,7927,7,Landfill,706,3,Hyderabad Landfill,"34.069, 82.1518",34239,1970,2.5873541571559127,6.816567516639462,2.862758561793048,8.56465892185814,81.63369905789341
Ranchi,E-Waste,5473,73,17422,7,Recycling,3439,0,Ranchi Landfill,"13.4978, 84.8338",98646,1970,1.5908312389356567,6.817372379283508,4.089765702343953,7.145806098410425,73.31552287858754
Vadodara,E-Waste,7388,32,21598,7,Recycling,4606,20,Vadodara Landfill,"31.3853, 71.6585",24927,1970,9.300172471364098,7.766599750160474,9.005009860950745,3.182132098919842,31.34660757362727
Ahmedabad,Organic,1302,56,9464,9,Recycling,673,19,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,9.246214706031228,1.159180873736533,6.284736137249972,5.29516651721865,58.994863366359255
Vadodara,Plastic,7390,46,21598,5,Incineration,3675,9,Vadodara Landfill,"31.3853, 71.6585",24927,1970,4.1874946907069255,7.512656698651473,6.422847489404461,4.631572152686731,46.015760369389454
Ranchi,Organic,7916,53,17422,6,Recycling,2047,11,Ranchi Landfill,"13.4978, 84.8338",98646,1970,5.2988226726721965,3.923048540726378,6.484757749968966,5.200212275849672,55.38379866882715
Madurai,Plastic,6503,79,19454,8,Landfill,2647,16,Madurai Landfill,"13.1884, 95.8263",51929,1970,8.009204432345937,8.995665652136521,7.62321970067863,7.416243443209455,78.22527607089438
Allahabad,E-Waste,5732,32,19181,7,Incineration,3137,19,Allahabad Landfill,"35.9642, 87.6951",35432,1970,8.580633222211887,9.0276883511252,8.873112030054084,3.1999589919647886,32.77675145846034
Lucknow,Organic,974,33,23465,10,Landfill,1791,2,Lucknow Landfill,"10.3904, 81.8808",80251,1970,3.0197448047284268,3.6764748984237023,5.72568195433145,2.952048567424492,30.412984749591807
Jaipur,Plastic,6413,63,2335,10,Recycling,3165,20,Jaipur Landfill,"11.6909, 94.4267",71127,1970,9.73492602759061,8.711068055568832,5.133113630164456,6.371260469937097,64.91677163968409
Agra,Plastic,5109,81,4629,8,Landfill,4121,2,Agra Landfill,"32.4069, 92.1176",82082,1970,2.39460573538256,6.647707737323197,1.2708867105089747,8.466101545377835,76.86983390748736
Hyderabad,Construction,2667,39,7927,6,Incineration,4911,4,Hyderabad Landfill,"34.069, 82.1518",34239,1970,2.7129295829799616,9.51316726916028,2.6133544803589634,3.742645146522521,38.90382298533846
Ranchi,Hazardous,1182,82,17422,9,Incineration,1502,1,Ranchi Landfill,"13.4978, 84.8338",98646,1970,2.3108519929810014,8.271995096688379,4.050776620942028,8.50543004304598,79.04615014493619
Gwalior,E-Waste,5300,60,11280,5,Composting,669,15,Gwalior Landfill,"10.9566, 91.6565",54460,1970,6.381142833824128,7.815353152685266,6.484989027815527,6.256253791422434,62.19460037508742
Kanpur,Construction,9586,35,18697,7,Composting,2247,8,Kanpur Landfill,"13.0189, 89.182",22690,1970,4.558313695347641,8.314793146326604,5.954095666649763,3.933205087759306,35.88954761566319
Vadodara,Construction,6364,77,21598,6,Incineration,2720,3,Vadodara Landfill,"31.3853, 71.6585",24927,1970,2.362842501807674,7.7265171265802195,5.447291657125721,8.040908710402906,74.91484461065885
Ludhiana,E-Waste,8336,49,8678,8,Landfill,3267,13,Ludhiana Landfill,"10.3062, 77.427",69241,1970,6.686662241386758,9.316123989900596,4.856555398739772,5.097163692137981,49.62221998228639
Allahabad,Plastic,4462,55,19181,5,Recycling,4317,16,Allahabad Landfill,"35.9642, 87.6951",35432,1970,7.109140646689051,8.43217567491907,8.11119449077767,5.402703720994561,54.77837487944183
Mumbai,Construction,8609,48,11191,8,Incineration,1681,20,Mumbai Landfill,"22.4265, 77.4931",45575,1970,9.287758241117569,5.820048868287408,6.905215936794138,4.541496485256868,44.41221500426422
Pune,Organic,1926,53,12547,9,Recycling,3238,19,Pune Landfill,"28.7237, 84.2278",49524,1970,9.228802083653,3.544064819069033,6.98068492552537,5.073640417860771,55.44164259762609
Amritsar,Hazardous,3672,33,12612,9,Composting,3888,4,Amritsar Landfill,"22.6059, 88.4682",31477,1970,3.37544221953988,8.047030172198651,3.377102870737532,3.2181447881628,29.183995725753384
Ranchi,Organic,6090,44,17422,7,Landfill,2447,0,Ranchi Landfill,"13.4978, 84.8338",98646,1970,1.6081829816508473,2.556113227306059,3.728387533448856,4.414095442551259,43.09610125617625
Vadodara,Organic,9247,48,21598,8,Incineration,683,0,Vadodara Landfill,"31.3853, 71.6585",24927,1970,1.699696364836481,1.7840712537134331,4.045260599154632,5.232554878419312,49.17233160078557
Surat,Organic,3841,82,24032,6,Landfill,873,5,Surat Landfill,"32.805, 89.0238",38471,1970,3.208061496554197,4.01557039970699,6.248895664535942,8.5391803949803,79.25428109703788
Guwahati,Organic,4543,79,22866,7,Recycling,3813,13,Guwahati Landfill,"19.7894, 85.8429",60935,1970,6.45049093003962,5.656788753324632,7.795039519989085,8.011831020103221,75.41378709493085
Varanasi,Organic,8173,80,7976,10,Composting,4646,17,Varanasi Landfill,"35.156, 83.0516",79314,1970,8.266058629003625,5.326709941412616,6.082325729849744,7.874721970507376,81.3430623434581
Patna,Construction,3937,60,16101,10,Recycling,2798,17,Patna Landfill,"18.5496, 94.8411",67316,1970,8.552828697681026,6.781108670812055,7.910787036400729,6.2538680827099125,62.43638942350852
Surat,Plastic,9318,66,24032,5,Incineration,3163,4,Surat Landfill,"32.805, 89.0238",38471,1970,2.540410954143209,8.71295222585574,6.477307907991504,6.3044483724642735,65.16957246418946
Nashik,Plastic,4415,84,2929,10,Recycling,2881,20,Nashik Landfill,"14.6177, 91.4568",63245,1970,10.0,8.71919248763179,5.628620376372748,8.592354306154414,82.38123835783449
Rajkot,Construction,3077,71,23232,8,Incineration,2851,13,Rajkot Landfill,"30.6193, 68.7432",62818,1970,6.344646884786322,8.886345079806203,8.211981716268383,6.743281458702642,67.92483040710165
Jodhpur,Plastic,2807,34,6465,8,Incineration,4034,11,Jodhpur Landfill,"8.9824, 77.0472",45318,1970,5.982402338242414,7.017872335349839,4.232769804818705,3.4739498660690105,31.0019680790832
Jaipur,Construction,7448,81,2335,9,Landfill,3668,0,Jaipur Landfill,"11.6909, 94.4267",71127,1970,1.9210566323666411,7.624619503937178,1.0,8.52712378186445,76.6201565900429
Kanpur,E-Waste,2425,67,18697,6,Recycling,2881,11,Kanpur Landfill,"13.0189, 89.182",22690,1970,5.388702330889145,9.577409065312583,6.184932936811861,6.587322517975314,66.63486205124092
Mumbai,Organic,1181,56,11191,5,Composting,2778,12,Mumbai Landfill,"22.4265, 77.4931",45575,1970,5.744493978985068,3.138971068727471,4.939351960309291,5.194917936821669,55.66873717936473
Patna,Organic,2838,64,16101,8,Recycling,2341,9,Patna Landfill,"18.5496, 94.8411",67316,1970,5.103962291748162,3.857476023403114,5.793526512866604,6.7174078473061085,63.369826537611786
Surat,Hazardous,9819,71,24032,6,Recycling,3335,0,Surat Landfill,"32.805, 89.0238",38471,1970,1.2596021726762032,9.197252676619271,4.857029343970012,7.049038767930126,71.09386980412074
Surat,Plastic,8273,39,24032,5,Composting,2375,4,Surat Landfill,"32.805, 89.0238",38471,1970,2.5903865419644183,6.33165315440683,6.271626910978608,3.838178613248344,40.78929437514775
Nashik,Construction,5393,64,2929,10,Incineration,1361,16,Nashik Landfill,"14.6177, 91.4568",63245,1970,8.43131482570767,6.54655326657776,4.725696291518267,6.749446406225735,60.76822642517905
Nashik,E-Waste,6465,84,2929,7,Composting,3257,17,Nashik Landfill,"14.6177, 91.4568",63245,1970,7.840702485039465,8.399435619786605,4.900300809430624,8.378528369919522,85.40140122424117
Chennai,Plastic,4234,44,21430,8,Composting,3634,19,Chennai Landfill,"29.4633, 80.8873",65486,1970,8.816836723696248,8.362797041964976,9.068688947924946,4.111231831472931,43.17276866874072
Visakhapatnam,Hazardous,2751,30,12359,7,Composting,1396,17,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,8.131479017776599,6.22707310444995,7.260431661873727,3.137774141845592,31.972753011811875
Delhi,E-Waste,6564,72,14376,7,Recycling,4437,13,Delhi Landfill,"30.2591, 91.9376",74509,1970,6.048126501491583,7.06214518406428,6.293512951429195,6.911635898569861,73.01117848367176
Nashik,Hazardous,8192,67,2929,10,Composting,896,1,Nashik Landfill,"14.6177, 91.4568",63245,1970,2.7522649846540395,6.645824853029608,1.0,6.426272430003186,61.321842681029146
Gwalior,Plastic,3556,41,11280,10,Incineration,4042,2,Gwalior Landfill,"10.9566, 91.6565",54460,1970,2.8625789004378674,8.975733196021302,2.6698981846355854,4.275662902207073,36.226140259608655
Rajkot,E-Waste,5512,65,23232,8,Recycling,2052,18,Rajkot Landfill,"30.6193, 68.7432",62818,1970,8.31075918371807,8.529509052895124,9.439193148977209,6.548145202728023,67.92439187743527
Agra,Construction,8300,38,4629,9,Incineration,2900,14,Agra Landfill,"32.4069, 92.1176",82082,1970,6.8739368927057045,9.137681025762024,4.777216564419391,4.037950947397592,44.30411346902417
Delhi,Plastic,2397,67,14376,9,Landfill,3644,0,Delhi Landfill,"30.2591, 91.9376",74509,1970,2.0671857522064165,7.333943664577411,3.266358134424441,6.849508929707447,66.19120515363208
Pune,Organic,6145,44,12547,5,Composting,1707,6,Pune Landfill,"28.7237, 84.2278",49524,1970,3.3116006697553213,3.3380441621141648,4.128438224117373,4.722381211185355,44.95086136505325
Agra,Hazardous,5567,34,4629,10,Incineration,1466,10,Agra Landfill,"32.4069, 92.1176",82082,1970,5.829558794456723,6.900634934848649,3.648225188702713,3.2604745051415542,31.753011933520803
Kanpur,Construction,2175,49,18697,5,Landfill,4912,20,Kanpur Landfill,"13.0189, 89.182",22690,1970,8.267486921285704,7.4314317282264675,9.151029561311637,4.46616518883444,47.02008441489597
Varanasi,Hazardous,7991,68,7976,6,Composting,2290,2,Varanasi Landfill,"35.156, 83.0516",79314,1970,1.9536939627732008,6.839764788806818,1.7279127805852426,7.17068845545744,63.21939126506113
Jabalpur,Construction,5367,32,7118,5,Composting,4155,4,Jabalpur Landfill,"20.0639, 89.516",63720,1970,2.480131969233074,8.9358037662133,2.302104229866313,3.056596175986205,34.71316677165596
Visakhapatnam,Organic,3716,63,12359,9,Recycling,2761,9,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,5.171937333645562,3.62480351778064,4.746214025291523,5.996245716706166,62.5657378501076
Varanasi,Plastic,8397,75,7976,8,Landfill,1994,0,Varanasi Landfill,"35.156, 83.0516",79314,1970,1.8729147540170383,6.329695850279718,1.7661857859691008,7.904243291407565,75.34450877282208
Nagpur,Plastic,4929,39,19087,8,Composting,4371,14,Nagpur Landfill,"35.7049, 71.8706",49830,1970,7.110591457552875,8.822111703895674,7.551252283404474,3.7118794357637257,39.67737463584338
Lucknow,Plastic,9676,30,23465,9,Recycling,527,16,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.198334246253506,5.845961195214553,8.432011318939306,3.2502657639388426,30.142507499821782
Nashik,Organic,9946,72,2929,10,Composting,3566,15,Nashik Landfill,"14.6177, 91.4568",63245,1970,7.6649457698930545,4.670258021441779,4.35950855766917,6.713682414760681,70.52388583267722
Chennai,Organic,6358,53,21430,5,Composting,4225,1,Chennai Landfill,"29.4633, 80.8873",65486,1970,1.457211327877778,5.541062394038786,4.297928006549542,5.760920146928824,53.93309062290025
Agra,Construction,6444,80,4629,9,Composting,2562,6,Agra Landfill,"32.4069, 92.1176",82082,1970,4.26796731920638,7.46106828017485,2.2130478252258503,8.492581795487762,78.90359940366645
Visakhapatnam,Construction,4931,58,12359,6,Composting,2921,0,Visakhapatnam Landfill,"12.4235, 85.6407",48016,1970,1.2242134438031254,7.982169830433984,2.262289767495079,5.98931041210269,57.03165209750252
Lucknow,E-Waste,5529,50,23465,9,Composting,1973,16,Lucknow Landfill,"10.3904, 81.8808",80251,1970,8.338380517288911,7.942812898048018,9.004375554896873,4.92998521412106,48.56178109710163
Coimbatore,Organic,3277,45,12073,8,Incineration,4870,15,Coimbatore Landfill,"31.9729, 76.5516",98572,1970,7.019649956977802,3.804289806793847,6.706307770443971,4.168203655766519,44.59495154587034
Meerut,Plastic,2925,47,7178,6,Recycling,4347,13,Meerut Landfill,"14.3552, 72.9863",56989,1970,5.900191549329495,7.926855603403838,4.758358782669585,4.524329377351518,45.64271387741179
Chennai,Plastic,4648,60,21430,9,Landfill,1389,0,Chennai Landfill,"29.4633, 80.8873",65486,1970,1.992207817229511,7.445209809113071,4.625023895602174,6.092840180508111,60.58543096428371
Guwahati,Hazardous,3522,70,22866,9,Composting,1428,16,Guwahati Landfill,"19.7894, 85.8429",60935,1970,8.33558333312892,5.789564143627274,9.041166633429514,6.570108139641258,70.36500206119842
Lucknow,Plastic,9719,47,23465,7,Incineration,1414,11,Lucknow Landfill,"10.3904, 81.8808",80251,1970,5.463388895940837,6.096570680720616,7.564848292489096,4.463247346518012,44.86753013620155
Patna,Organic,9551,53,16101,10,Recycling,613,2,Patna Landfill,"18.5496, 94.8411",67316,1970,3.101678742662308,3.630003670541165,4.204938657012745,5.768076381450734,51.29892944250591
Lucknow,Construction,979,56,23465,5,Landfill,3187,8,Lucknow Landfill,"10.3904, 81.8808",80251,1970,4.003591976461401,8.085597504563673,7.175175164276366,5.451219387348781,54.16374603316685
Varanasi,Construction,8601,62,7976,7,Incineration,3571,13,Varanasi Landfill,"35.156, 83.0516",79314,1970,6.109419666986984,9.102159985439435,4.930903085418544,6.037454278964229,60.80605142655785
Coimbatore,Plastic,8029,41,12073,8,Recycling,1562,13,Coimbatore Landfill,"31.9729, 76.5516",98572,1970,6.934590851934465,8.731812554357447,5.635780234762481,4.019182875902121,41.96181618549779
Jabalpur,E-Waste,7795,72,7118,10,Landfill,4026,7,Jabalpur Landfill,"20.0639, 89.516",63720,1970,4.93574316199932,8.402877582801972,3.290001362176961,7.412137045880605,71.41151498872709
Madurai,Organic,9455,66,19454,7,Landfill,2762,13,Madurai Landfill,"13.1884, 95.8263",51929,1970,6.282453323002232,3.737888360134893,7.185346063285774,6.828778054450647,63.80275914964437
Varanasi,Hazardous,6410,52,7976,6,Incineration,1372,13,Varanasi Landfill,"35.156, 83.0516",79314,1970,5.816747217964339,6.761139997774717,4.863799484319319,4.861367358388383,53.14101441670904
Indore,Organic,9201,70,2929,9,Recycling,2492,6,Indore Landfill,"24.6237, 95.1044",61142,1970,4.382434781460259,2.8391630754791883,1.772431142524134,6.862559796559094,70.94308476083641
Nashik,E-Waste,1598,82,2929,9,Recycling,911,18,Nashik Landfill,"14.6177, 91.4568",63245,1970,8.503340047054948,5.370380074296451,5.569258608305999,8.305996967271025,83.53175655896123
Ahmedabad,E-Waste,2118,57,9464,5,Composting,3419,11,Ahmedabad Landfill,"19.3868, 72.7845",69399,1970,5.343543659643928,8.169416290133226,4.276885727742767,5.561403779067186,58.35789397552447
Ludhiana,E-Waste,8336,78,8678,9,Landfill,4294,14,Ludhiana Landfill,"10.3062, 77.427",69241,1970,7.051891270047921,8.331517901892433,4.910902539013264,8.195689944266617,75.7954605190883
Patna,E-Waste,8893,30,16101,9,Composting,2435,5,Patna Landfill,"18.5496, 94.8411",67316,1970,3.685377983775503,6.068896832028781,4.306984264603664,2.9467145272585205,34.97037983335778
Vadodara,Construction,8397,75,21598,6,Incineration,2919,16,Vadodara Landfill,"31.3853, 71.6585",24927,1970,7.369997320455429,8.192563238302345,8.71204582481922,7.93374942300147,75.51439794071186
Delhi,Hazardous,3054,32,14376,9,Landfill,1135,7,Delhi Landfill,"30.2591, 91.9376",74509,1970,4.4723656911729694,8.173083334857855,4.3748403470209976,2.753347996988897,31.802309597521383
Mumbai,Plastic,7456,73,11191,9,Landfill,3195,6,Mumbai Landfill,"22.4265, 77.4931",45575,1970,4.100772737818654,8.55787168483306,4.283469068809677,7.606665053026816,71.04055755056639
Amritsar,Hazardous,4718,42,12612,9,Recycling,3452,20,Amritsar Landfill,"22.6059, 88.4682",31477,1970,9.79110473062091,7.010482899346681,8.068737590341003,3.820387578789089,40.219364303960255
Lucknow,Hazardous,6425,52,23465,8,Incineration,2200,8,Lucknow Landfill,"10.3904, 81.8808",80251,1970,4.597084758818699,5.685242030082333,7.235817211984294,4.793776526257017,54.47916801288312
Coimbatore,Organic,8447,42,12073,5,Composting,2764,17,Coimbatore Landfill,"31.9729, 76.5516",98572,1970,6.998295910275888,4.225272684754388,6.693878115344173,4.616420544532066,40.77135371180741
Jabalpur,E-Waste,9148,65,7118,5,Incineration,3322,4,Jabalpur Landfill,"20.0639, 89.516",63720,1970,2.4566565318613103,8.123081041438715,2.689707732459514,6.548872801542599,64.51460250434944
Coimbatore,E-Waste,8883,43,12073,7,Landfill,3454,20,Coimbatore Landfill,"31.9729, 76.5516",98572,1970,8.560064852409607,8.951520225066629,7.358383355702386,4.632929715574228,43.9873096952863
Jabalpur,Construction,2536,72,7118,8,Composting,3991,13,Jabalpur Landfill,"20.0639, 89.516",63720,1970,6.867307283106778,7.024052281821662,4.600516276657133,7.657631646272589,75.11757836899379
Kolkata,Organic,6472,74,17335,5,Landfill,3328,14,Kolkata Landfill,"16.068, 72.6096",80985,1970,6.171819759588709,4.553787023760888,7.428829354193255,7.87338261916482,77.39144575562173
Vadodara,Construction,5732,79,21598,6,Incineration,4010,6,Vadodara Landfill,"31.3853, 71.6585",24927,1970,3.4648966387521822,7.647976458284733,5.890145559486634,7.807748105002733,79.42418670614835
Coimbatore,Construction,8174,57,12073,9,Recycling,862,9,Coimbatore Landfill,"31.9729, 76.5516",98572,1970,5.6152809338083305,5.939142447889292,4.32936173443349,5.829820654434707,58.95777911711356
Agra,Organic,915,35,4629,9,Incineration,1199,3,Agra Landfill,"32.4069, 92.1176",82082,1970,3.173580757356289,3.424678509053683,2.1542116913619025,3.3302846675020845,33.27301279007013
Mumbai,E-Waste,5095,30,11191,10,Composting,3586,2,Mumbai Landfill,"22.4265, 77.4931",45575,1970,3.125627690665328,6.1667116643472255,2.3785798729819496,2.5224258891620552,28.94824064820959
